Date,CO2,CO2_1,CO2_2,CO2_3,CO2_4,target_1,target_2,target_3
1965-05-03,320.97,320.89,320.86,320.92,320.86,320.79,320.89,320.91
1965-05-10,320.89,320.86,320.92,320.86,320.79,320.89,320.91,321.18
1965-05-17,320.86,320.92,320.86,320.79,320.89,320.91,321.18,321.35
1965-05-24,320.92,320.86,320.79,320.89,320.91,321.18,321.35,321.65
1965-05-31,320.86,320.79,320.89,320.91,321.18,321.35,321.65,321.81
1965-06-07,320.79,320.89,320.91,321.18,321.35,321.65,321.81,322.25
1965-06-14,320.89,320.91,321.18,321.35,321.65,321.81,322.25,322.68
1965-06-21,320.91,321.18,321.35,321.65,321.81,322.25,322.68,322.86
1965-06-28,321.18,321.35,321.65,321.81,322.25,322.68,322.86,323.28
1965-07-05,321.35,321.65,321.81,322.25,322.68,322.86,323.28,323.69
1965-07-12,321.65,321.81,322.25,322.68,322.86,323.28,323.69,323.96
1965-07-19,321.81,322.25,322.68,322.86,323.28,323.69,323.96,324.41
1965-07-26,322.25,322.68,322.86,323.28,323.69,323.96,324.41,324.77
1965-08-02,322.68,322.86,323.28,323.69,323.96,324.41,324.77,325.15
1965-08-09,322.86,323.28,323.69,323.96,324.41,324.77,325.15,325.43
1965-08-16,323.28,323.69,323.96,324.41,324.77,325.15,325.43,325.84
1965-08-23,323.69,323.96,324.41,324.77,325.15,325.43,325.84,326.21
1965-08-30,323.96,324.41,324.77,325.15,325.43,325.84,326.21,326.59
1965-09-06,324.41,324.77,325.15,325.43,325.84,326.21,326.59,326.8
1965-09-13,324.77,325.15,325.43,325.84,326.21,326.59,326.8,327.14
1965-09-20,325.15,325.43,325.84,326.21,326.59,326.8,327.14,327.03
1965-09-27,325.43,325.84,326.21,326.59,326.8,327.14,327.03,327.34
1965-10-04,325.84,326.21,326.59,326.8,327.14,327.03,327.34,327.485
1965-10-11,326.21,326.59,326.8,327.14,327.03,327.34,327.485,327.63
1965-10-18,326.59,326.8,327.14,327.03,327.34,327.485,327.63,327.35
1965-10-25,326.8,327.14,327.03,327.34,327.485,327.63,327.35,327.32
1965-11-01,327.14,327.03,327.34,327.485,327.63,327.35,327.32,327.27
1965-11-08,327.03,327.34,327.485,327.63,327.35,327.32,327.27,327.01
1965-11-15,327.34,327.485,327.63,327.35,327.32,327.27,327.01,327.02
1965-11-22,327.485,327.63,327.35,327.32,327.27,327.01,327.02,326.81
1965-11-29,327.63,327.35,327.32,327.27,327.01,327.02,326.81,326.68
1965-12-06,327.35,327.32,327.27,327.01,327.02,326.81,326.68,326.45
1965-12-13,327.32,327.27,327.01,327.02,326.81,326.68,326.45,326.33
1965-12-20,327.27,327.01,327.02,326.81,326.68,326.45,326.33,325.94
1965-12-27,327.01,327.02,326.81,326.68,326.45,326.33,325.94,325.47
1966-01-03,327.02,326.81,326.68,326.45,326.33,325.94,325.47,325.11
1966-01-10,326.81,326.68,326.45,326.33,325.94,325.47,325.11,324.91
1966-01-17,326.68,326.45,326.33,325.94,325.47,325.11,324.91,324.4
1966-01-24,326.45,326.33,325.94,325.47,325.11,324.91,324.4,324.195
1966-01-31,326.33,325.94,325.47,325.11,324.91,324.4,324.195,323.99
1966-02-07,325.94,325.47,325.11,324.91,324.4,324.195,323.99,323.51
1966-02-14,325.47,325.11,324.91,324.4,324.195,323.99,323.51,323.325
1966-02-21,325.11,324.91,324.4,324.195,323.99,323.51,323.325,323.14
1966-02-28,324.91,324.4,324.195,323.99,323.51,323.325,323.14,322.905
1966-03-07,324.4,324.195,323.99,323.51,323.325,323.14,322.905,322.67
1966-03-14,324.195,323.99,323.51,323.325,323.14,322.905,322.67,322.21
1966-03-21,323.99,323.51,323.325,323.14,322.905,322.67,322.21,322.17499999999995
1966-03-28,323.51,323.325,323.14,322.905,322.67,322.21,322.17499999999995,322.14
1966-04-04,323.325,323.14,322.905,322.67,322.21,322.17499999999995,322.14,322.08
1966-04-11,323.14,322.905,322.67,322.21,322.17499999999995,322.14,322.08,322.02
1966-04-18,322.905,322.67,322.21,322.17499999999995,322.14,322.08,322.02,322.16
1966-04-25,322.67,322.21,322.17499999999995,322.14,322.08,322.02,322.16,322.07
1966-05-02,322.21,322.17499999999995,322.14,322.08,322.02,322.16,322.07,322.27
1966-05-09,322.17499999999995,322.14,322.08,322.02,322.16,322.07,322.27,322.46
1966-05-16,322.14,322.08,322.02,322.16,322.07,322.27,322.46,322.69
1966-05-23,322.08,322.02,322.16,322.07,322.27,322.46,322.69,322.95
1966-05-30,322.02,322.16,322.07,322.27,322.46,322.69,322.95,323.03
1966-06-06,322.16,322.07,322.27,322.46,322.69,322.95,323.03,323.29
1966-06-13,322.07,322.27,322.46,322.69,322.95,323.03,323.29,323.89
1966-06-20,322.27,322.46,322.69,322.95,323.03,323.29,323.89,324.14
1966-06-27,322.46,322.69,322.95,323.03,323.29,323.89,324.14,324.4
1966-07-04,322.69,322.95,323.03,323.29,323.89,324.14,324.4,325.01
1966-07-11,322.95,323.03,323.29,323.89,324.14,324.4,325.01,325.25
1966-07-18,323.03,323.29,323.89,324.14,324.4,325.01,325.25,325.74
1966-07-25,323.29,323.89,324.14,324.4,325.01,325.25,325.74,326.01
1966-08-01,323.89,324.14,324.4,325.01,325.25,325.74,326.01,326.58
1966-08-08,324.14,324.4,325.01,325.25,325.74,326.01,326.58,326.92
1966-08-15,324.4,325.01,325.25,325.74,326.01,326.58,326.92,327.06
1966-08-22,325.01,325.25,325.74,326.01,326.58,326.92,327.06,327.5
1966-08-29,325.25,325.74,326.01,326.58,326.92,327.06,327.5,327.76
1966-09-05,325.74,326.01,326.58,326.92,327.06,327.5,327.76,327.92499999999995
1966-09-12,326.01,326.58,326.92,327.06,327.5,327.76,327.92499999999995,328.09
1966-09-19,326.58,326.92,327.06,327.5,327.76,327.92499999999995,328.09,328.45
1966-09-26,326.92,327.06,327.5,327.76,327.92499999999995,328.09,328.45,328.64
1966-10-03,327.06,327.5,327.76,327.92499999999995,328.09,328.45,328.64,328.47
1966-10-10,327.5,327.76,327.92499999999995,328.09,328.45,328.64,328.47,328.59
1966-10-17,327.76,327.92499999999995,328.09,328.45,328.64,328.47,328.59,328.53
1966-10-24,327.92499999999995,328.09,328.45,328.64,328.47,328.59,328.53,328.69
1966-10-31,328.09,328.45,328.64,328.47,328.59,328.53,328.69,328.72
1966-11-07,328.45,328.64,328.47,328.59,328.53,328.69,328.72,328.7
1966-11-14,328.64,328.47,328.59,328.53,328.69,328.72,328.7,328.41
1966-11-21,328.47,328.59,328.53,328.69,328.72,328.7,328.41,328.39
1966-11-28,328.59,328.53,328.69,328.72,328.7,328.41,328.39,327.87
1966-12-05,328.53,328.69,328.72,328.7,328.41,328.39,327.87,327.59
1966-12-12,328.69,328.72,328.7,328.41,328.39,327.87,327.59,327.48
1966-12-19,328.72,328.7,328.41,328.39,327.87,327.59,327.48,327.23
1966-12-26,328.7,328.41,328.39,327.87,327.59,327.48,327.23,326.79
1967-01-02,328.41,328.39,327.87,327.59,327.48,327.23,326.79,326.35
1967-01-09,328.39,327.87,327.59,327.48,327.23,326.79,326.35,326.22
1967-01-16,327.87,327.59,327.48,327.23,326.79,326.35,326.22,325.76
1967-01-23,327.59,327.48,327.23,326.79,326.35,326.22,325.76,325.62
1967-01-30,327.48,327.23,326.79,326.35,326.22,325.76,325.62,325.27
1967-02-06,327.23,326.79,326.35,326.22,325.76,325.62,325.27,324.82
1967-02-13,326.79,326.35,326.22,325.76,325.62,325.27,324.82,324.57
1967-02-20,326.35,326.22,325.76,325.62,325.27,324.82,324.57,324.24
1967-02-27,326.22,325.76,325.62,325.27,324.82,324.57,324.24,324.09
1967-03-06,325.76,325.62,325.27,324.82,324.57,324.24,324.09,323.98
1967-03-13,325.62,325.27,324.82,324.57,324.24,324.09,323.98,323.6
1967-03-20,325.27,324.82,324.57,324.24,324.09,323.98,323.6,323.61
1967-03-27,324.82,324.57,324.24,324.09,323.98,323.6,323.61,323.4
1967-04-03,324.57,324.24,324.09,323.98,323.6,323.61,323.4,323.38
1967-04-10,324.24,324.09,323.98,323.6,323.61,323.4,323.38,323.36
1967-04-17,324.09,323.98,323.6,323.61,323.4,323.38,323.36,323.29
1967-04-24,323.98,323.6,323.61,323.4,323.38,323.36,323.29,323.4
1967-05-01,323.6,323.61,323.4,323.38,323.36,323.29,323.4,323.44
1967-05-08,323.61,323.4,323.38,323.36,323.29,323.4,323.44,323.91
1967-05-15,323.4,323.38,323.36,323.29,323.4,323.44,323.91,323.91
1967-05-22,323.38,323.36,323.29,323.4,323.44,323.91,323.91,324.06
1967-05-29,323.36,323.29,323.4,323.44,323.91,323.91,324.06,324.41
1967-06-05,323.29,323.4,323.44,323.91,323.91,324.06,324.41,324.67
1967-06-12,323.4,323.44,323.91,323.91,324.06,324.41,324.67,324.98
1967-06-19,323.44,323.91,323.91,324.06,324.41,324.67,324.98,325.41
1967-06-26,323.91,323.91,324.06,324.41,324.67,324.98,325.41,325.78
1967-07-03,323.91,324.06,324.41,324.67,324.98,325.41,325.78,326.03
1967-07-10,324.06,324.41,324.67,324.98,325.41,325.78,326.03,326.42499999999995
1967-07-17,324.41,324.67,324.98,325.41,325.78,326.03,326.42499999999995,326.82
1967-07-24,324.67,324.98,325.41,325.78,326.03,326.42499999999995,326.82,327.01
1967-07-31,324.98,325.41,325.78,326.03,326.42499999999995,326.82,327.01,327.56
1967-08-07,325.41,325.78,326.03,326.42499999999995,326.82,327.01,327.56,328.11
1967-08-14,325.78,326.03,326.42499999999995,326.82,327.01,327.56,328.11,328.49
1967-08-21,326.03,326.42499999999995,326.82,327.01,327.56,328.11,328.49,328.62
1967-08-28,326.42499999999995,326.82,327.01,327.56,328.11,328.49,328.62,329.0
1967-09-04,326.82,327.01,327.56,328.11,328.49,328.62,329.0,329.25
1967-09-11,327.01,327.56,328.11,328.49,328.62,329.0,329.25,329.76
1967-09-18,327.56,328.11,328.49,328.62,329.0,329.25,329.76,329.76
1967-09-25,328.11,328.49,328.62,329.0,329.25,329.76,329.76,329.79
1967-10-02,328.49,328.62,329.0,329.25,329.76,329.76,329.79,329.815
1967-10-09,328.62,329.0,329.25,329.76,329.76,329.79,329.815,329.84
1967-10-16,329.0,329.25,329.76,329.76,329.79,329.815,329.84,330.05
1967-10-23,329.25,329.76,329.76,329.79,329.815,329.84,330.05,329.94
1967-10-30,329.76,329.76,329.79,329.815,329.84,330.05,329.94,329.82
1967-11-06,329.76,329.79,329.815,329.84,330.05,329.94,329.82,329.8
1967-11-13,329.79,329.815,329.84,330.05,329.94,329.82,329.8,329.62
1967-11-20,329.815,329.84,330.05,329.94,329.82,329.8,329.62,329.53
1967-11-27,329.84,330.05,329.94,329.82,329.8,329.62,329.53,329.44
1967-12-04,330.05,329.94,329.82,329.8,329.62,329.53,329.44,329.11
1967-12-11,329.94,329.82,329.8,329.62,329.53,329.44,329.11,328.83500000000004
1967-12-18,329.82,329.8,329.62,329.53,329.44,329.11,328.83500000000004,328.56
1967-12-25,329.8,329.62,329.53,329.44,329.11,328.83500000000004,328.56,328.15
1968-01-01,329.62,329.53,329.44,329.11,328.83500000000004,328.56,328.15,328.07
1968-01-08,329.53,329.44,329.11,328.83500000000004,328.56,328.15,328.07,327.64
1968-01-15,329.44,329.11,328.83500000000004,328.56,328.15,328.07,327.64,327.265
1968-01-22,329.11,328.83500000000004,328.56,328.15,328.07,327.64,327.265,326.89
1968-01-29,328.83500000000004,328.56,328.15,328.07,327.64,327.265,326.89,326.5
1968-02-05,328.56,328.15,328.07,327.64,327.265,326.89,326.5,326.13
1968-02-12,328.15,328.07,327.64,327.265,326.89,326.5,326.13,326.06
1968-02-19,328.07,327.64,327.265,326.89,326.5,326.13,326.06,325.88
1968-02-26,327.64,327.265,326.89,326.5,326.13,326.06,325.88,325.3
1968-03-04,327.265,326.89,326.5,326.13,326.06,325.88,325.3,325.28
1968-03-11,326.89,326.5,326.13,326.06,325.88,325.3,325.28,324.97
1968-03-18,326.5,326.13,326.06,325.88,325.3,325.28,324.97,324.83
1968-03-25,326.13,326.06,325.88,325.3,325.28,324.97,324.83,324.72
1968-04-01,326.06,325.88,325.3,325.28,324.97,324.83,324.72,324.61
1968-04-08,325.88,325.3,325.28,324.97,324.83,324.72,324.61,324.67
1968-04-15,325.3,325.28,324.97,324.83,324.72,324.61,324.67,324.6
1968-04-22,325.28,324.97,324.83,324.72,324.61,324.67,324.6,324.77
1968-04-29,324.97,324.83,324.72,324.61,324.67,324.6,324.77,324.865
1968-05-06,324.83,324.72,324.61,324.67,324.6,324.77,324.865,324.96
1968-05-13,324.72,324.61,324.67,324.6,324.77,324.865,324.96,325.08
1968-05-20,324.61,324.67,324.6,324.77,324.865,324.96,325.08,325.33
1968-05-27,324.67,324.6,324.77,324.865,324.96,325.08,325.33,325.655
1968-06-03,324.6,324.77,324.865,324.96,325.08,325.33,325.655,325.98
1968-06-10,324.77,324.865,324.96,325.08,325.33,325.655,325.98,326.15
1968-06-17,324.865,324.96,325.08,325.33,325.655,325.98,326.15,326.59
1968-06-24,324.96,325.08,325.33,325.655,325.98,326.15,326.59,327.02
1968-07-01,325.08,325.33,325.655,325.98,326.15,326.59,327.02,327.15
1968-07-08,325.33,325.655,325.98,326.15,326.59,327.02,327.15,327.75
1968-07-15,325.655,325.98,326.15,326.59,327.02,327.15,327.75,328.02
1968-07-22,325.98,326.15,326.59,327.02,327.15,327.75,328.02,328.52
1968-07-29,326.15,326.59,327.02,327.15,327.75,328.02,328.52,328.77
1968-08-05,326.59,327.02,327.15,327.75,328.02,328.52,328.77,329.03
1968-08-12,327.02,327.15,327.75,328.02,328.52,328.77,329.03,329.4
1968-08-19,327.15,327.75,328.02,328.52,328.77,329.03,329.4,329.9
1968-08-26,327.75,328.02,328.52,328.77,329.03,329.4,329.9,330.22
1968-09-02,328.02,328.52,328.77,329.03,329.4,329.9,330.22,330.38
1968-09-09,328.52,328.77,329.03,329.4,329.9,330.22,330.38,330.78
1968-09-16,328.77,329.03,329.4,329.9,330.22,330.38,330.78,330.75
1968-09-23,329.03,329.4,329.9,330.22,330.38,330.78,330.75,331.08
1968-09-30,329.4,329.9,330.22,330.38,330.78,330.75,331.08,331.09
1968-10-07,329.9,330.22,330.38,330.78,330.75,331.08,331.09,331.21
1968-10-14,330.22,330.38,330.78,330.75,331.08,331.09,331.21,331.33
1968-10-21,330.38,330.78,330.75,331.08,331.09,331.21,331.33,331.24
1968-10-28,330.78,330.75,331.08,331.09,331.21,331.33,331.24,331.16
1968-11-04,330.75,331.08,331.09,331.21,331.33,331.24,331.16,331.08
1968-11-11,331.08,331.09,331.21,331.33,331.24,331.16,331.08,331.0
1968-11-18,331.09,331.21,331.33,331.24,331.16,331.08,331.0,330.97
1968-11-25,331.21,331.33,331.24,331.16,331.08,331.0,330.97,330.58
1968-12-02,331.33,331.24,331.16,331.08,331.0,330.97,330.58,330.51
1968-12-09,331.24,331.16,331.08,331.0,330.97,330.58,330.51,330.33
1968-12-16,331.16,331.08,331.0,330.97,330.58,330.51,330.33,329.66
1968-12-23,331.08,331.0,330.97,330.58,330.51,330.33,329.66,329.52
1968-12-30,331.0,330.97,330.58,330.51,330.33,329.66,329.52,329.33
1969-01-06,330.97,330.58,330.51,330.33,329.66,329.52,329.33,328.92
1969-01-13,330.58,330.51,330.33,329.66,329.52,329.33,328.92,328.65
1969-01-20,330.51,330.33,329.66,329.52,329.33,328.92,328.65,328.21
1969-01-27,330.33,329.66,329.52,329.33,328.92,328.65,328.21,327.95
1969-02-03,329.66,329.52,329.33,328.92,328.65,328.21,327.95,327.61
1969-02-10,329.52,329.33,328.92,328.65,328.21,327.95,327.61,327.44
1969-02-17,329.33,328.92,328.65,328.21,327.95,327.61,327.44,327.07
1969-02-24,328.92,328.65,328.21,327.95,327.61,327.44,327.07,326.82
1969-03-03,328.65,328.21,327.95,327.61,327.44,327.07,326.82,326.52
1969-03-10,328.21,327.95,327.61,327.44,327.07,326.82,326.52,326.31
1969-03-17,327.95,327.61,327.44,327.07,326.82,326.52,326.31,326.16
1969-03-24,327.61,327.44,327.07,326.82,326.52,326.31,326.16,326.13
1969-03-31,327.44,327.07,326.82,326.52,326.31,326.16,326.13,325.96
1969-04-07,327.07,326.82,326.52,326.31,326.16,326.13,325.96,326.0
1969-04-14,326.82,326.52,326.31,326.16,326.13,325.96,326.0,326.18
1969-04-21,326.52,326.31,326.16,326.13,325.96,326.0,326.18,326.11
1969-04-28,326.31,326.16,326.13,325.96,326.0,326.18,326.11,326.09
1969-05-05,326.16,326.13,325.96,326.0,326.18,326.11,326.09,326.38
1969-05-12,326.13,325.96,326.0,326.18,326.11,326.09,326.38,326.39
1969-05-19,325.96,326.0,326.18,326.11,326.09,326.38,326.39,326.44
1969-05-26,326.0,326.18,326.11,326.09,326.38,326.39,326.44,326.79
1969-06-02,326.18,326.11,326.09,326.38,326.39,326.44,326.79,326.99
1969-06-09,326.11,326.09,326.38,326.39,326.44,326.79,326.99,327.45
1969-06-16,326.09,326.38,326.39,326.44,326.79,326.99,327.45,327.82
1969-06-23,326.38,326.39,326.44,326.79,326.99,327.45,327.82,328.35
1969-06-30,326.39,326.44,326.79,326.99,327.45,327.82,328.35,328.58
1969-07-07,326.44,326.79,326.99,327.45,327.82,328.35,328.58,328.91
1969-07-14,326.79,326.99,327.45,327.82,328.35,328.58,328.91,329.4
1969-07-21,326.99,327.45,327.82,328.35,328.58,328.91,329.4,329.48
1969-07-28,327.45,327.82,328.35,328.58,328.91,329.4,329.48,330.005
1969-08-04,327.82,328.35,328.58,328.91,329.4,329.48,330.005,330.53
1969-08-11,328.35,328.58,328.91,329.4,329.48,330.005,330.53,330.65
1969-08-18,328.58,328.91,329.4,329.48,330.005,330.53,330.65,331.25
1969-08-25,328.91,329.4,329.48,330.005,330.53,330.65,331.25,331.48
1969-09-01,329.4,329.48,330.005,330.53,330.65,331.25,331.48,331.68
1969-09-08,329.48,330.005,330.53,330.65,331.25,331.48,331.68,332.03
1969-09-15,330.005,330.53,330.65,331.25,331.48,331.68,332.03,332.41
1969-09-22,330.53,330.65,331.25,331.48,331.68,332.03,332.41,332.37
1969-09-29,330.65,331.25,331.48,331.68,332.03,332.41,332.37,332.51
1969-10-06,331.25,331.48,331.68,332.03,332.41,332.37,332.51,332.53
1969-10-13,331.48,331.68,332.03,332.41,332.37,332.51,332.53,332.54
1969-10-20,331.68,332.03,332.41,332.37,332.51,332.53,332.54,332.71
1969-10-27,332.03,332.41,332.37,332.51,332.53,332.54,332.71,332.5
1969-11-03,332.41,332.37,332.51,332.53,332.54,332.71,332.5,332.51
1969-11-10,332.37,332.51,332.53,332.54,332.71,332.5,332.51,332.39
1969-11-17,332.51,332.53,332.54,332.71,332.5,332.51,332.39,332.27
1969-11-24,332.53,332.54,332.71,332.5,332.51,332.39,332.27,332.085
1969-12-01,332.54,332.71,332.5,332.51,332.39,332.27,332.085,331.9
1969-12-08,332.71,332.5,332.51,332.39,332.27,332.085,331.9,331.49
1969-12-15,332.5,332.51,332.39,332.27,332.085,331.9,331.49,331.23
1969-12-22,332.51,332.39,332.27,332.085,331.9,331.49,331.23,330.85
1969-12-29,332.39,332.27,332.085,331.9,331.49,331.23,330.85,330.59
1970-01-05,332.27,332.085,331.9,331.49,331.23,330.85,330.59,330.315
1970-01-12,332.085,331.9,331.49,331.23,330.85,330.59,330.315,330.04
1970-01-19,331.9,331.49,331.23,330.85,330.59,330.315,330.04,329.54
1970-01-26,331.49,331.23,330.85,330.59,330.315,330.04,329.54,329.39
1970-02-02,331.23,330.85,330.59,330.315,330.04,329.54,329.39,329.055
1970-02-09,330.85,330.59,330.315,330.04,329.54,329.39,329.055,328.72
1970-02-16,330.59,330.315,330.04,329.54,329.39,329.055,328.72,328.58
1970-02-23,330.315,330.04,329.54,329.39,329.055,328.72,328.58,328.05
1970-03-02,330.04,329.54,329.39,329.055,328.72,328.58,328.05,327.77
1970-03-09,329.54,329.39,329.055,328.72,328.58,328.05,327.77,327.52
1970-03-16,329.39,329.055,328.72,328.58,328.05,327.77,327.52,327.68
1970-03-23,329.055,328.72,328.58,328.05,327.77,327.52,327.68,327.47
1970-03-30,328.72,328.58,328.05,327.77,327.52,327.68,327.47,327.31
1970-04-06,328.58,328.05,327.77,327.52,327.68,327.47,327.31,327.3
1970-04-13,328.05,327.77,327.52,327.68,327.47,327.31,327.3,327.16
1970-04-20,327.77,327.52,327.68,327.47,327.31,327.3,327.16,327.56
1970-04-27,327.52,327.68,327.47,327.31,327.3,327.16,327.56,327.41
1970-05-04,327.68,327.47,327.31,327.3,327.16,327.56,327.41,327.59000000000003
1970-05-11,327.47,327.31,327.3,327.16,327.56,327.41,327.59000000000003,327.77
1970-05-18,327.31,327.3,327.16,327.56,327.41,327.59000000000003,327.77,327.95
1970-05-25,327.3,327.16,327.56,327.41,327.59000000000003,327.77,327.95,328.17
1970-06-01,327.16,327.56,327.41,327.59000000000003,327.77,327.95,328.17,328.35
1970-06-08,327.56,327.41,327.59000000000003,327.77,327.95,328.17,328.35,328.78
1970-06-15,327.41,327.59000000000003,327.77,327.95,328.17,328.35,328.78,329.25
1970-06-22,327.59000000000003,327.77,327.95,328.17,328.35,328.78,329.25,329.55
1970-06-29,327.77,327.95,328.17,328.35,328.78,329.25,329.55,329.94
1970-07-06,327.95,328.17,328.35,328.78,329.25,329.55,329.94,330.11
1970-07-13,328.17,328.35,328.78,329.25,329.55,329.94,330.11,330.45
1970-07-20,328.35,328.78,329.25,329.55,329.94,330.11,330.45,330.92
1970-07-27,328.78,329.25,329.55,329.94,330.11,330.45,330.92,331.32
1970-08-03,329.25,329.55,329.94,330.11,330.45,330.92,331.32,331.79
1970-08-10,329.55,329.94,330.11,330.45,330.92,331.32,331.79,331.87
1970-08-17,329.94,330.11,330.45,330.92,331.32,331.79,331.87,332.53
1970-08-24,330.11,330.45,330.92,331.32,331.79,331.87,332.53,332.67
1970-08-31,330.45,330.92,331.32,331.79,331.87,332.53,332.67,332.93
1970-09-07,330.92,331.32,331.79,331.87,332.53,332.67,332.93,333.13
1970-09-14,331.32,331.79,331.87,332.53,332.67,332.93,333.13,333.28
1970-09-21,331.79,331.87,332.53,332.67,332.93,333.13,333.28,333.71
1970-09-28,331.87,332.53,332.67,332.93,333.13,333.28,333.71,333.77
1970-10-05,332.53,332.67,332.93,333.13,333.28,333.71,333.77,333.74
1970-10-12,332.67,332.93,333.13,333.28,333.71,333.77,333.74,333.79
1970-10-19,332.93,333.13,333.28,333.71,333.77,333.74,333.79,333.9
1970-10-26,333.13,333.28,333.71,333.77,333.74,333.79,333.9,334.07
1970-11-02,333.28,333.71,333.77,333.74,333.79,333.9,334.07,333.8
1970-11-09,333.71,333.77,333.74,333.79,333.9,334.07,333.8,333.56
1970-11-16,333.77,333.74,333.79,333.9,334.07,333.8,333.56,333.53
1970-11-23,333.74,333.79,333.9,334.07,333.8,333.56,333.53,333.34
1970-11-30,333.79,333.9,334.07,333.8,333.56,333.53,333.34,333.11
1970-12-07,333.9,334.07,333.8,333.56,333.53,333.34,333.11,332.88
1970-12-14,334.07,333.8,333.56,333.53,333.34,333.11,332.88,332.59
1970-12-21,333.8,333.56,333.53,333.34,333.11,332.88,332.59,332.38
1970-12-28,333.56,333.53,333.34,333.11,332.88,332.59,332.38,332.18
1971-01-04,333.53,333.34,333.11,332.88,332.59,332.38,332.18,331.74
1971-01-11,333.34,333.11,332.88,332.59,332.38,332.18,331.74,331.3
1971-01-18,333.11,332.88,332.59,332.38,332.18,331.74,331.3,330.88
1971-01-25,332.88,332.59,332.38,332.18,331.74,331.3,330.88,330.92
1971-02-01,332.59,332.38,332.18,331.74,331.3,330.88,330.92,330.34
1971-02-08,332.38,332.18,331.74,331.3,330.88,330.92,330.34,330.03
1971-02-15,332.18,331.74,331.3,330.88,330.92,330.34,330.03,329.74
1971-02-22,331.74,331.3,330.88,330.92,330.34,330.03,329.74,329.49
1971-03-01,331.3,330.88,330.92,330.34,330.03,329.74,329.49,329.22
1971-03-08,330.88,330.92,330.34,330.03,329.74,329.49,329.22,328.97
1971-03-15,330.92,330.34,330.03,329.74,329.49,329.22,328.97,328.8
1971-03-22,330.34,330.03,329.74,329.49,329.22,328.97,328.8,328.72
1971-03-29,330.03,329.74,329.49,329.22,328.97,328.8,328.72,328.58
1971-04-05,329.74,329.49,329.22,328.97,328.8,328.72,328.58,328.58
1971-04-12,329.49,329.22,328.97,328.8,328.72,328.58,328.58,328.58
1971-04-19,329.22,328.97,328.8,328.72,328.58,328.58,328.58,328.58
1971-04-26,328.97,328.8,328.72,328.58,328.58,328.58,328.58,328.83
1971-05-03,328.8,328.72,328.58,328.58,328.58,328.58,328.83,328.54
1971-05-10,328.72,328.58,328.58,328.58,328.58,328.83,328.54,329.07
1971-05-17,328.58,328.58,328.58,328.58,328.83,328.54,329.07,329.29
1971-05-24,328.58,328.58,328.58,328.83,328.54,329.07,329.29,329.19
1971-05-31,328.58,328.58,328.83,328.54,329.07,329.29,329.19,329.64
1971-06-07,328.58,328.83,328.54,329.07,329.29,329.19,329.64,329.94
1971-06-14,328.83,328.54,329.07,329.29,329.19,329.64,329.94,330.16
1971-06-21,328.54,329.07,329.29,329.19,329.64,329.94,330.16,330.57
1971-06-28,329.07,329.29,329.19,329.64,329.94,330.16,330.57,330.9
1971-07-05,329.29,329.19,329.64,329.94,330.16,330.57,330.9,331.57
1971-07-12,329.19,329.64,329.94,330.16,330.57,330.9,331.57,331.87
1971-07-19,329.64,329.94,330.16,330.57,330.9,331.57,331.87,332.29
1971-07-26,329.94,330.16,330.57,330.9,331.57,331.87,332.29,332.62
1971-08-02,330.16,330.57,330.9,331.57,331.87,332.29,332.62,332.8
1971-08-09,330.57,330.9,331.57,331.87,332.29,332.62,332.8,333.23
1971-08-16,330.9,331.57,331.87,332.29,332.62,332.8,333.23,333.67
1971-08-23,331.57,331.87,332.29,332.62,332.8,333.23,333.67,333.81
1971-08-30,331.87,332.29,332.62,332.8,333.23,333.67,333.81,334.3
1971-09-06,332.29,332.62,332.8,333.23,333.67,333.81,334.3,334.485
1971-09-13,332.62,332.8,333.23,333.67,333.81,334.3,334.485,334.67
1971-09-20,332.8,333.23,333.67,333.81,334.3,334.485,334.67,334.97
1971-09-27,333.23,333.67,333.81,334.3,334.485,334.67,334.97,335.09
1971-10-04,333.67,333.81,334.3,334.485,334.67,334.97,335.09,335.11
1971-10-11,333.81,334.3,334.485,334.67,334.97,335.09,335.11,335.33
1971-10-18,334.3,334.485,334.67,334.97,335.09,335.11,335.33,335.29999999999995
1971-10-25,334.485,334.67,334.97,335.09,335.11,335.33,335.29999999999995,335.27
1971-11-01,334.67,334.97,335.09,335.11,335.33,335.29999999999995,335.27,335.2
1971-11-08,334.97,335.09,335.11,335.33,335.29999999999995,335.27,335.2,335.0
1971-11-15,335.09,335.11,335.33,335.29999999999995,335.27,335.2,335.0,334.92
1971-11-22,335.11,335.33,335.29999999999995,335.27,335.2,335.0,334.92,334.58
1971-11-29,335.33,335.29999999999995,335.27,335.2,335.0,334.92,334.58,334.58
1971-12-06,335.29999999999995,335.27,335.2,335.0,334.92,334.58,334.58,334.22
1971-12-13,335.27,335.2,335.0,334.92,334.58,334.58,334.22,333.91
1971-12-20,335.2,335.0,334.92,334.58,334.58,334.22,333.91,333.77
1971-12-27,335.0,334.92,334.58,334.58,334.22,333.91,333.77,333.28
1972-01-03,334.92,334.58,334.58,334.22,333.91,333.77,333.28,332.88
1972-01-10,334.58,334.58,334.22,333.91,333.77,333.28,332.88,332.6275
1972-01-17,334.58,334.22,333.91,333.77,333.28,332.88,332.6275,332.375
1972-01-24,334.22,333.91,333.77,333.28,332.88,332.6275,332.375,332.1225
